[2026-02-20-00:00:10] ORP=574mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:36:43] ORP=585mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:37:43] ORP=591mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:38:44] ORP=601mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:39:43] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:40:43] ORP=603mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:41:42] ORP=592mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:42:43] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:43:43] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:44:42] ORP=595mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-17:45:43] ORP=570mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:46:43] ORP=563mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:47:42] ORP=559mV | 反應器壓力=1.88kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:48:43] ORP=593mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:49:43] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:50:42] ORP=592mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:51:42] ORP=583mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-17:52:43] ORP=604mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:53:43] ORP=584mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:54:42] ORP=565mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:55:43] ORP=603mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-17:56:43] ORP=600mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:57:44] ORP=587mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:58:43] ORP=561mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-17:59:43] ORP=576mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:00:44] ORP=574mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:09:44] ORP=580mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:10:44] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:11:44] ORP=582mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:12:45] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:13:45] ORP=582mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:14:43] ORP=604mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-18:15:43] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:16:44] ORP=559mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:17:43] ORP=597mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:18:43] ORP=566mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:19:45] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:20:43] ORP=592mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-18:21:45] ORP=580mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:22:43] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:23:44] ORP=603mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:24:44] ORP=559mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:25:45] ORP=587mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:26:43] ORP=560mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:27:45] ORP=589mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:28:45] ORP=599mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:29:43] ORP=577mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:30:44] ORP=560mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:31:45] ORP=589mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:32:43] ORP=565mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:33:45] ORP=591mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:34:44] ORP=569mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:35:45] ORP=596mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:36:43] ORP=561mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:37:45] ORP=601mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:38:43] ORP=563mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:39:43] ORP=602mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:40:46] ORP=575mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:41:45] ORP=561mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:42:45] ORP=589mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:43:44] ORP=566mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.72kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:44:45] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:45:45] ORP=593mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:46:44] ORP=565mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.72kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:47:44] ORP=603mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:48:45] ORP=580mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:49:46] ORP=583mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:50:44] ORP=581mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:51:45] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:52:45] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:53:44] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:54:44] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-18:55:45] ORP=576mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:56:46] ORP=564mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-18:57:46] ORP=565mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-18:58:45] ORP=590mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-18:59:44] ORP=583mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:00:44] ORP=566mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:01:45] ORP=588mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:09:44] ORP=598mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:10:44] ORP=583mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:11:46] ORP=568mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:12:46] ORP=588mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:13:45] ORP=591mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:14:46] ORP=559mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:15:46] ORP=601mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:16:46] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:17:45] ORP=577mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:18:47] ORP=560mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:19:46] ORP=561mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:26:45] ORP=602mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:27:45] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.72kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:28:46] ORP=569mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.37%
[2026-02-20-19:29:45] ORP=563mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:30:46] ORP=592mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:31:47] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:32:45] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:33:47] ORP=580mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:34:45] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:35:47] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:36:45] ORP=583mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:37:47] ORP=586mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:38:47] ORP=563mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:39:45] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:40:45] ORP=589mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:41:47] ORP=585mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:42:45] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:43:47] ORP=568mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:44:46] ORP=572mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:45:47] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:46:47] ORP=573mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:47:48] ORP=603mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:48:46] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.72kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:49:47] ORP=588mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:50:47] ORP=598mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:51:46] ORP=599mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:52:46] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-19:53:47] ORP=559mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:54:48] ORP=580mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:55:47] ORP=565mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:56:46] ORP=589mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-19:57:47] ORP=588mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:58:48] ORP=598mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.72kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-19:59:47] ORP=584mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.72kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-20:00:46] ORP=574mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-20:01:47] ORP=561mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-20:02:46] ORP=590mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
